Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement
0.432,0.4143205065594222,-1.129365548816245,-0.02744286832293247,-0.43915291213473623,1.0,0.0
0.442,0.42312916462275946,-1.1311233390504514,-0.0381053116153607,-0.43747048921262416,1.0,0.0
0.452,0.4310538474190245,-1.1340031230511727,-0.05023506361775616,-0.4341636579519214,1.0,0.0
0.462,0.437485989060836,-1.1372195051818483,-0.06207135387815812,-0.4302186662724864,1.0,0.0
0.472,0.44241226328788646,-1.1394260929226605,-0.07175559136394154,-0.42754999543051586,1.0,0.0
0.482,0.44520633586571756,-1.1402114885592212,-0.07860303201045511,-0.4268538204282626,1.0,0.0
0.492,0.4456105657617154,-1.1398374906370494,-0.08192893175304741,-0.4279560975151635,1.0,0.0
0.502,0.44366937384357197,-1.1380049008184088,-0.08134200826906053,-0.4308568266912186,1.0,0.0
0.512,0.43989360008974615,-1.1349381178566016,-0.07565863253245426,-0.4357880662905121,1.0,0.0
0.523,0.43506860544103365,-1.1310111396737998,-0.062002879471693,-0.44205364131079167,1.0,0.0
0.533,0.4295382074133711,-1.1261491666855692,-0.03979760766085626,-0.4498275955026195,1.0,0.0
0.543,0.42352362192786497,-1.121586392035076,-0.012799127397459979,-0.45771757886148945,1.0,0.0
0.553,0.41754013104974336,-1.1181456111510972,0.010677811962015019,-0.4632289642959944,1.0,0.0
0.563,0.41242284709161703,-1.116687019254628,0.024597680590570457,-0.46560756222035937,1.0,0.0
0.573,0.4081006966651788,-1.1165374200857594,0.028627888513946986,-0.4656075622203597,1.0,0.0
0.583,0.40460477437781295,-1.1172106163456683,0.025986732836006093,-0.464737343467543,1.0,0.0
0.593,0.40169964963075167,-1.118295210319966,0.01982403625414385,-0.4634610226300786,1.0,0.0
0.603,0.3995439049216556,-1.1191928053331777,0.012438582413975658,-0.46253278929374114,1.0,0.0
0.613,0.3978870065567414,-1.119978200969738,0.005199859444804183,-0.4617205851244458,1.0,0.0
0.623,0.39674539025705524,-1.1206513972296468,-0.002801864053550195,-0.46090838095515013,1.0,0.0
0.633,0.39633227618751904,-1.1211001947362529,-0.01355234586857647,-0.46027022053641825,1.0,0.0
0.643,0.3969328018978481,-1.1212497939051216,-0.028694971755437865,-0.4596320601176857,1.0,0.0
