"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.959289267E1,7.479682249E-1,-1.390829240E0,4.398451030E-2,1.579809190E0
1.960293467E1,7.519168496E-2,-1.757629756E0,3.829720869E-1,1.800439882E0
1.961297767E1,2.266638064E-1,-1.741545820E0,1.504467537E0,2.312526950E0
1.962301967E1,-1.888194573E-1,-1.008714282E0,2.088414200E-1,1.047268843E0
1.963306267E1,-1.499745911E0,-2.319192839E-1,4.188647085E-1,1.574316358E0
1.964310467E1,-2.889262451E0,7.673067212E-2,1.069349908E0,3.081758318E0
1.965314767E1,-3.041288888E0,-4.026568115E-2,8.342457191E-1,3.153890510E0
1.966318967E1,-2.078261826E0,-4.538994706E-1,1.419519773E0,2.557387990E0
1.967323267E1,-1.022362268E0,-1.082289212E0,2.539489027E0,2.943735563E0
1.968327467E1,4.169053066E-1,-1.416653468E0,3.027564889E0,3.368510982E0
1.969331767E1,1.942250327E0,-1.220419157E-1,1.080418103E0,2.225878218E0
1.970335967E1,1.850945470E0,1.231394965E0,1.348649765E0,2.600228621E0
1.971340267E1,4.684438348E-1,1.298151457E0,2.205097874E0,2.601363770E0
1.972344467E1,-2.424709938E0,2.727843046E-2,1.539433302E0,2.872249517E0
1.973348767E1,-4.766280071E0,-2.625771711E0,9.819656823E-1,5.529589442E0
1.974352967E1,-3.977145109E0,-3.791863802E0,-2.298330339E-1,5.499885229E0
1.975357167E1,-1.314717203E0,-2.802977428E0,-6.071614248E-1,3.154965734E0
1.976361467E1,1.119525450E-1,-9.987336695E-1,7.068897808E-1,1.228696658E0
1.977365667E1,-5.201624572E-2,-5.201203573E-1,1.619427890E0,1.701698436E0
1.978369967E1,-1.074539897E0,-1.447503963E0,1.357412403E0,2.256650647E0
1.979374167E1,-2.258359576E0,-3.046245573E0,3.431655584E-1,3.807566502E0
1.980378467E1,-2.632862045E0,-4.238436127E0,-5.453072387E-1,5.019328972E0
1.981382667E1,-1.656601564E0,-4.782903705E0,-1.191535081E0,5.200024273E0
1.982386967E1,-5.250127226E-1,-4.553824414E0,-2.309224505E0,5.132784134E0
1.983391167E1,6.705785716E-1,-3.917790608E0,-1.701791039E0,4.323754342E0
1.984395467E1,1.947518669E0,-3.318567948E0,-8.706715337E-1,3.945097097E0
1.985399667E1,2.375322016E0,-2.992985040E0,-3.513593347E-1,3.837130114E0
1.986403967E1,1.652047167E0,-3.158677005E0,-6.945103481E-2,3.565294337E0
1.987408167E1,4.399462599E-1,-3.919014430E0,-3.977932437E-1,3.963643056E0
1.988412467E1,-5.715255690E-1,-5.332258387E0,-1.454232061E0,5.556474770E0
1.989416667E1,-1.317225659E0,-7.134694186E0,-2.497779669E0,7.673190200E0
1.990420967E1,-1.717156498E0,-9.042521955E0,-2.887717617E0,9.646488625E0
1.991425167E1,-2.144934703E0,-1.087633801E1,-2.902839101E0,1.145957888E1
1.992429367E1,-3.048310810E0,-1.251861974E1,-2.847081807E0,1.319522314E1
1.993433667E1,-4.175942840E0,-1.422542784E1,-2.172480935E0,1.498402380E1
1.994437867E1,-5.212055420E0,-1.626025421E1,-2.212479984E0,1.721791091E1
1.995442167E1,-5.502218235E0,-1.814226359E1,-1.675221437E0,1.903214388E1
1.996446367E1,-4.797491924E0,-1.941720687E1,-8.693061358E-1,2.001997863E1
1.997450667E1,-3.495934756E0,-1.977457232E1,1.003105048E0,2.010625499E1
1.998454867E1,-2.085910569E0,-1.855652947E1,2.554669569E0,1.884733789E1
1.999459167E1,-1.336503637E0,-1.662122505E1,3.608071196E0,1.706076029E1
2.000463367E1,-9.946186915E-1,-1.543385318E1,3.798476418E0,1.592549885E1
2.001467667E1,-8.801391260E-1,-1.485056886E1,4.000828671E0,1.540521569E1
2.002471867E1,-1.519579228E0,-1.408068469E1,4.425189178E0,1.483769192E1
2.003476167E1,-1.442385602E0,-1.308545350E1,4.564778588E0,1.393365613E1
2.004480367E1,-1.599337880E0,-1.103577638E1,5.426810203E0,1.240147212E1
2.005484667E1,-3.152256762E0,-7.717904246E0,6.537363685E0,1.059433304E1
2.006488867E1,-4.355898795E0,-3.115653777E0,7.254231155E0,9.016929767E0
2.007493167E1,-4.065534545E0,1.038297685E0,6.105206501E0,7.408115796E0
2.008497367E1,-3.073348587E0,3.340752869E0,5.334193815E0,7.004264767E0
2.009501667E1,-4.453981453E0,5.082374117E0,6.570440215E0,9.425452884E0
2.010505867E1,-5.973786821E0,6.799175105E0,6.249348553E0,1.099860302E1
2.011510067E1,-7.048599198E0,7.554832419E0,4.398862674E0,1.122979236E1
2.012514367E1,-9.738531822E0,7.542196586E0,-6.848843694E-3,1.231762064E1
2.013518567E1,-1.739533325E1,6.131236551E0,-1.855637159E1,2.616349761E1
2.014522867E1,-1.708834858E1,6.320191079E0,-1.152583152E1,2.155925010E1
2.015527067E1,-1.222406976E1,8.212338955E0,-2.263932996E0,1.489952299E1
2.016531367E1,-9.890996801E0,9.559854945E0,-1.432883438E0,1.383024943E1
2.017535567E1,-7.568791476E0,1.144819804E1,-2.532377644E0,1.395567194E1
2.018539867E1,-5.620489866E0,1.398856882E1,-6.761370517E0,1.652229086E1
2.019544067E1,-3.782844764E0,1.473631076E1,-1.059179144E1,1.853792910E1
2.020548367E1,-2.398450677E0,1.349877213E1,-1.131652342E1,1.777732030E1
2.021552567E1,-1.906908002E0,1.238942668E1,-8.958667036E0,1.540752760E1
2.022556867E1,-1.923074384E0,1.118282332E1,-6.151647427E0,1.290722738E1
2.023561067E1,-2.343806108E0,9.783920249E0,-3.819177901E0,1.076125654E1
2.024565367E1,-2.865810731E0,8.609199421E0,-2.205951713E0,9.337955279E0
2.025569567E1,-3.170369098E0,7.873698045E0,-1.337647060E0,8.592767934E0
2.026573867E1,-3.506735440E0,7.184118361E0,-1.055933472E0,8.063730252E0
2.027578067E1,-3.265727829E0,6.506670481E0,-1.403649260E0,7.414308481E0
2.028582267E1,-2.490223604E0,6.088956504E0,-1.265369188E0,6.699086811E0
2.029586567E1,-1.678201178E0,6.420851482E0,-5.307944494E-1,6.657735027E0
2.030590767E1,-9.751129648E-1,6.955073569E0,-3.424047625E-1,7.031439018E0
2.031595067E1,-3.827740856E-1,7.330386461E0,-6.764503455E-1,7.371476564E0
2.032599267E1,-1.340576515E-1,7.522621277E0,-1.317761849E0,7.638343971E0
2.033603567E1,7.430246964E-2,7.818888584E0,-1.773550555E0,8.017856392E0
2.034607767E1,-2.420893461E-3,8.267905045E0,-1.538091366E0,8.409755332E0
2.035612067E1,-3.806882375E-1,8.768051898E0,-1.023892338E0,8.835836867E0
2.036616267E1,-6.910173677E-1,9.238940454E0,-7.412627111E-1,9.294352916E0
2.037620567E1,-9.390014380E-1,9.626938296E0,-6.448058722E-1,9.694093009E0
2.038624767E1,-1.151113864E0,9.872075211E0,-5.670055251E-1,9.955120660E0
2.039629067E1,-1.325609835E0,1.000984263E1,-5.108846802E-1,1.011015302E1
2.040633267E1,-1.429135373E0,1.008326144E1,-4.826310072E-1,1.019546575E1
2.041637567E1,-1.445850370E0,1.007639915E1,-4.704512570E-1,1.019046748E1
2.042641767E1,-1.399279198E0,1.005015684E1,-4.432323951E-1,1.015677556E1
2.043646067E1,-1.281657046E0,1.001327144E1,-3.454341318E-1,1.010086998E1
2.044650267E1,-1.212339766E0,9.983398011E0,-1.563931382E-1,1.005795518E1
2.045654467E1,-1.279597364E0,9.888862567E0,1.780309059E-2,9.971323344E0
2.046658767E1,-1.460181749E0,9.680040370E0,1.325119035E-1,9.790447983E0
2.047662967E1,-1.681692697E0,9.419206604E0,1.402741188E-1,9.569180749E0
2.048667267E1,-1.972264816E0,9.272488854E0,-1.313331779E-1,9.480829418E0
2.049671467E1,-2.212142745E0,9.149116697E0,-4.105933104E-1,9.421703600E0
2.050675767E1,-2.333186395E0,9.032013924E0,-6.338000967E-1,9.350012665E0
2.051679967E1,-2.379830512E0,8.981379375E0,-8.139832165E-1,9.326914679E0
2.052684267E1,-2.483558655E0,8.927365136E0,-9.039198252E-1,9.310369645E0
2.053688467E1,-2.670744985E0,8.844794265E0,-1.014948072E0,9.294804138E0
2.054692767E1,-2.916183617E0,8.771341542E0,-1.135807607E0,9.312927480E0
2.055696967E1,-3.262962096E0,8.765539935E0,-1.285627306E0,9.441104255E0
2.056701267E1,-3.606084312E0,8.817830415E0,-1.359626743E0,9.623230340E0
2.057705467E1,-3.961304125E0,8.848465147E0,-1.236359251E0,9.773221067E0
2.058709767E1,-4.661675137E0,8.750031949E0,-7.391874611E-1,9.941864629E0
2.059714004E1,-6.370816272E0,8.198920180E0,-4.419179410E-1,1.039253980E1
2.060718304E1,-9.860337510E0,6.176272976E0,-6.796850252E-1,1.165480911E1
2.061722504E1,-1.223114138E1,-1.173296446E0,-1.228720449E0,1.234857069E1
2.062726804E1,-1.143200710E1,-1.025670856E1,4.420562276E0,1.598224727E1
2.063731004E1,-1.277976458E1,-1.972712567E1,4.077542971E0,2.385598932E1
2.064735204E1,-1.347869162E1,-3.961620986E1,2.850037574E0,4.194331800E1
2.065739504E1,-8.901734451E0,-5.899083730E1,4.391361866E0,5.982009546E1
2.066743704E1,2.374985801E0,-5.941649121E1,6.473738378E0,5.981529297E1
2.067748004E1,1.073603875E1,-4.443647668E1,3.789268223E0,4.587179462E1
2.068752204E1,8.628868285E0,-2.880224059E1,4.361600708E0,3.038173780E1
2.069756504E1,6.489628186E0,-1.850867585E1,1.937063847E0,1.970884503E1
2.070760704E1,7.579914050E0,-1.241115727E1,-2.508573044E0,1.475753572E1
2.071765004E1,9.288067006E0,-8.120538839E0,-6.467627453E0,1.392987956E1
2.072769204E1,4.781391323E0,-8.800561833E0,-3.550848590E0,1.062638778E1
2.073773504E1,7.730586272E-1,-1.258414364E1,1.040738313E0,1.265074808E1
2.074777704E1,3.673725488E0,-1.014158391E1,-8.275179859E-1,1.081816847E1
2.075782004E1,4.658900049E0,-6.087352028E0,-1.603528726E0,7.831507438E0
2.076786204E1,4.042647958E0,-2.968965263E0,-1.836696975E0,5.341461693E0
2.077790504E1,2.977806838E0,-4.606366324E-1,-3.247807575E0,4.430324335E0
2.078794704E1,1.060161009E0,1.099176555E0,-4.640491260E0,4.885313664E0
2.079799004E1,-1.624324641E0,1.207596213E0,-4.163033357E0,4.628991887E0
2.080803204E1,-3.107106902E0,4.052547294E-1,-3.277103003E0,4.534065371E0
2.081807504E1,-3.007113082E0,-5.253267181E-1,-3.011134213E0,4.287846371E0
2.082811704E1,-2.633718077E0,-7.360866827E-1,-2.094119036E0,3.444361922E0
2.083816004E1,-2.637119695E0,-4.729005826E-1,-8.615614986E-1,2.814306924E0
2.084820204E1,-2.840960941E0,-1.729261404E-1,-8.907867596E-2,2.847612602E0
2.085824404E1,-2.916406395E0,4.061440909E-1,1.064800628E-1,2.946475401E0
2.086828704E1,-3.194534470E0,1.096330131E0,1.248525991E-1,3.379730523E0
2.087832904E1,-3.015092778E0,1.925465310E0,8.918740493E-1,3.686955443E0
2.088837204E1,-2.113644790E0,2.879167233E0,6.756194562E-1,3.635046066E0
2.089841404E1,-1.385711757E0,3.597353250E0,3.362341227E-1,3.869651258E0
2.090845704E1,-1.070218366E0,4.186731538E0,3.624466058E-1,4.336525782E0
2.091849904E1,-9.049545631E-1,4.570781924E0,5.158917240E-1,4.687977648E0
2.092854204E1,-8.694216183E-1,4.885207175E0,7.150823146E-1,5.013231075E0
2.093858404E1,-8.532008573E-1,4.934431375E0,9.466455761E-1,5.096342075E0
2.094862704E1,-8.811246742E-1,4.726358791E0,1.083934618E0,4.928464504E0
2.095866904E1,-9.294279380E-1,4.071357787E0,1.113901014E0,4.322102033E0
2.096871204E1,-1.121414540E0,3.030749867E0,1.104684632E0,3.415163753E0
2.097875404E1,-1.461930359E0,2.076484857E0,1.099447354E0,2.767275596E0
2.098879704E1,-1.793830599E0,1.379861618E0,9.889121745E-1,2.469776020E0
2.099883904E1,-1.969342086E0,9.635971659E-1,8.390028676E-1,2.347499427E0
2.100888204E1,-2.034952084E0,7.002198619E-1,6.382434690E-1,2.244703225E0
2.101892404E1,-2.127312364E0,4.963444090E-1,2.655472058E-1,2.200529706E0
2.102896704E1,-2.297876522E0,4.018645138E-1,-2.373841647E-1,2.344799104E0
2.103900904E1,-2.274984965E0,4.021779245E-1,-8.295468966E-1,2.454679557E0
2.104905104E1,-1.991506541E0,3.659871680E-1,-1.514896047E0,2.528824815E0
2.105909404E1,-1.684316196E0,4.030263555E-1,-2.194544819E0,2.795599802E0
2.106913604E1,-1.196446449E0,5.741100383E-1,-2.292910189E0,2.649249625E0
2.107917904E1,-3.811469516E-1,4.719802308E-1,-1.303743734E0,1.437979854E0
2.108922104E1,1.130491903E-1,2.145343423E-2,-5.664507705E-1,5.780197615E-1
2.109926404E1,1.912342112E-1,-4.985698593E-1,-2.695315716E-1,5.981552442E-1
2.110930604E1,2.538895937E-1,-9.261170983E-1,-1.284891287E-1,9.688458401E-1
2.111934904E1,3.632528637E-1,-1.196401718E0,-3.774677373E-2,1.250901488E0
2.112939104E1,4.242200272E-1,-1.199466244E0,2.069985238E-1,1.289003604E0
2.113943404E1,5.415087412E-1,-8.370382762E-1,4.981581422E-1,1.114462349E0
2.114947604E1,6.769173919E-1,-1.022789115E-1,5.786088495E-1,8.963628349E-1
2.115951904E1,6.913503666E-1,7.379332334E-1,4.433714857E-1,1.104123662E0
2.116956104E1,5.994226348E-1,1.396202831E0,4.186295774E-1,1.576052209E0
2.117960404E1,5.647414832E-1,1.845497035E0,4.628666874E-1,1.984700939E0
2.118964604E1,6.604029545E-1,2.093181581E0,5.951143698E-1,2.274137707E0
2.119968904E1,8.096769615E-1,2.186142955E0,7.375011241E-1,2.445139200E0
2.120973104E1,1.016424567E0,2.153680383E0,7.358650732E-1,2.492580089E0
2.121977404E1,1.094010102E0,2.115309784E0,6.825856827E-1,2.477360854E0
2.122981604E1,9.198510759E-1,2.167176926E0,9.402772274E-1,2.535133743E0
2.123985904E1,4.595758013E-1,2.152515618E0,1.387441948E0,2.601831770E0
2.124990104E1,-1.616664313E-1,2.063633262E0,1.767878171E0,2.722151998E0
2.125994304E1,-1.205756679E0,1.909531648E0,2.058183072E0,3.055532333E0
2.126998604E1,-2.771908248E0,1.691657376E0,1.403308368E0,3.537577474E0
2.128002804E1,-4.442066874E0,1.493277136E0,-1.589576539E-1,4.689040654E0
2.129007104E1,-5.526818640E0,1.539418100E0,-1.308364788E0,5.884500895E0
2.130011304E1,-5.915483065E0,1.574540570E0,-1.166450014E0,6.231590770E0
2.131015604E1,-5.353378530E0,1.402779195E0,-1.240910870E0,5.671535148E0
2.132019804E1,-4.085403383E0,1.305752837E0,-3.842785449E0,5.758690067E0
2.133024104E1,-2.923760439E0,1.228605843E0,-7.881224581E0,8.495383942E0
2.134028304E1,-2.138752149E0,1.185838138E0,-7.538128678E0,7.924888441E0
2.135032604E1,-5.847417381E-1,1.222003752E0,-3.757085733E0,3.993858945E0
2.136036804E1,6.830625232E-1,9.599935269E-1,-1.804908003E0,2.155424524E0
2.137041104E1,3.398913369E-1,4.236734587E-1,-1.087201019E0,1.215331797E0
2.138045304E1,-6.079892443E-1,-2.316491425E-2,-4.135462274E-1,7.356684149E-1
2.139049604E1,-1.828909653E0,-5.123961854E-1,1.011782755E0,2.152014106E0
2.140053804E1,-2.395269207E0,-7.071622610E-1,1.226850509E0,2.782544737E0
2.141058104E1,-9.639792815E-1,-4.904059768E-1,-1.315318882E0,1.702885151E0
2.142062304E1,5.570069325E-1,2.403708494E-1,-1.937349191E0,2.030112499E0
2.143066604E1,7.993254894E-1,1.490014390E0,-9.203073779E-1,1.925105137E0
2.144070804E1,5.443959501E-1,2.331585428E0,-1.061105919E-1,2.396647036E0
2.145075004E1,2.133648992E-3,2.695840065E0,1.887419232E0,3.290882795E0
2.146079304E1,-1.032743999E-1,3.221288406E0,3.950446138E0,5.098371238E0
2.147083504E1,1.022920677E0,3.929575671E0,3.066070558E0,5.088095944E0
2.148087804E1,1.911717044E0,3.755766016E0,2.514910256E0,4.907668899E0
2.149092004E1,1.697001438E0,2.768045577E0,3.947593866E0,5.111299984E0
2.150096304E1,3.622926047E-1,1.689348895E0,3.502705539E0,3.905649974E0
2.151100504E1,-1.795633734E0,-6.200305617E-1,2.415354978E0,3.072894087E0
2.152104804E1,-1.479433268E0,-2.129669377E0,1.945745208E0,3.241934432E0
2.153109004E1,4.389417082E-1,-1.780156739E0,2.533676895E0,3.127482445E0
2.154113304E1,6.423640019E-1,-9.116154188E-1,2.251242346E0,2.512322886E0
2.155117504E1,-1.075009428E0,-3.486302930E-1,1.742748592E0,2.077103995E0
2.156121804E1,-2.185143081E0,-2.131362730E-1,1.949493273E0,2.936120123E0
2.157126004E1,-2.106110360E0,-7.376262546E-2,-1.469288349E-2,2.107452883E0
2.158130304E1,-1.257976992E0,-1.545015639E-1,-2.716470212E-1,1.296213312E0
2.159134504E1,-2.996733105E-1,2.825544173E-1,7.078060395E-1,8.189203143E-1
2.160138725E1,-1.308178262E0,1.313455374E0,-3.396150925E-1,1.884630944E0
2.161142925E1,-2.553465627E0,1.113677650E0,-8.720853174E-1,2.919074754E0
2.162147225E1,-2.291211573E0,1.039383513E-1,-1.371915252E0,2.672565268E0
2.163151425E1,-1.721239024E0,-1.284330393E0,-1.390538633E0,2.558469470E0
2.164155725E1,-1.473397772E0,-2.627896589E0,-1.087880319E0,3.203158608E0
2.165159925E1,-1.481927691E0,-3.651822402E0,-1.346788597E0,4.164823653E0
2.166164225E1,-1.073219596E0,-4.084936776E0,-1.838986745E0,4.606558478E0
2.167168425E1,-8.230628461E-1,-3.981770841E0,-1.709586693E0,4.410738957E0
2.168172625E1,-7.597088492E-1,-4.018296643E0,-1.613000046E0,4.396093106E0
2.169176925E1,-6.204632556E-1,-4.395359607E0,-1.322804487E0,4.631843309E0
2.170181125E1,-3.183808923E-1,-5.050192212E0,-7.483303868E-1,5.115252304E0
2.171185425E1,-4.468985993E-1,-5.780669661E0,-2.003213690E-1,5.801378175E0
2.172189625E1,-8.113678300E-1,-6.579351372E0,3.470515448E-1,6.638269880E0
2.173193925E1,-4.568634242E-1,-7.416620613E0,7.419531211E-1,7.467628803E0
2.174198125E1,-2.656331599E-1,-8.082321437E0,7.552093437E-1,8.121873056E0
2.175202425E1,-1.360179305E-1,-8.505249960E0,1.018672675E0,8.567115721E0
2.176206625E1,-3.573555082E-1,-8.995662954E0,1.128668303E0,9.073232449E0
2.177210925E1,-1.083229444E0,-9.725755656E0,9.833186549E-1,9.835172834E0
2.178215125E1,-2.106561765E0,-1.059350117E1,6.520380740E-1,1.082058331E1
2.179219425E1,-3.102312770E0,-1.146795812E1,5.781416935E-1,1.189422783E1
2.180223625E1,-3.617533160E0,-1.230053029E1,6.226243865E-1,1.283655922E1
2.181227925E1,-3.646254099E0,-1.303065340E1,4.857213338E-1,1.353990481E1
2.182232125E1,-3.815771897E0,-1.360202460E1,2.988547003E-1,1.413026902E1
2.183236425E1,-3.807134098E0,-1.418963820E1,2.232601422E-1,1.469319391E1
2.184240625E1,-2.909227769E0,-1.482455109E1,4.723684859E-1,1.511469660E1
2.185244925E1,-1.433401648E0,-1.560574144E1,7.051701146E-1,1.568729012E1
2.186249125E1,1.522518477E-1,-1.658148269E1,1.352363917E0,1.663723646E1
2.187253425E1,1.233627871E0,-1.722990382E1,1.980260738E0,1.738714629E1
2.188257625E1,1.299236261E0,-1.720616413E1,2.102690908E0,1.738279057E1
2.189261925E1,4.833556965E-1,-1.718582751E1,2.003905123E0,1.730901314E1
2.190266125E1,-1.123902895E0,-1.695616525E1,2.630249509E0,1.719572361E1
2.191270425E1,-2.598493280E0,-1.619061971E1,4.271950028E0,1.694514358E1
2.192274625E1,-3.345056419E0,-1.489639700E1,5.754567690E0,1.631585411E1
2.193278925E1,-4.491936606E0,-1.046101496E1,6.555490054E0,1.313715259E1
2.194283125E1,-5.678784267E0,-5.014178041E0,4.733814576E0,8.933060652E0
2.195287425E1,-5.789687821E0,-1.241749799E0,2.061093816E0,6.269811429E0
2.196291625E1,-6.448673118E0,1.631078467E0,1.978400884E0,6.939731408E0
2.197295825E1,-9.509798101E0,3.008719313E0,6.759195645E-1,9.997275583E0
2.198300125E1,-2.168393849E1,-2.352241302E-1,-1.778913153E1,2.804820349E1
2.199304325E1,-2.106101823E1,1.007107467E0,-7.479945958E0,2.237253553E1
2.200308625E1,-1.590739462E1,4.518709545E0,4.531649141E-1,1.654295312E1
2.201312825E1,-1.117223752E1,8.053363101E0,-2.515249979E0,1.400007254E1
2.202317125E1,-7.951315155E0,1.230243999E1,-7.430482607E0,1.642514883E1
2.203321325E1,-7.249899538E0,1.571919146E1,-1.355456626E1,2.198591117E1
2.204325625E1,-7.623261799E0,1.868296615E1,-9.274491525E0,2.220773599E1
2.205329825E1,-7.222273782E0,1.550526406E1,-3.720055901E0,1.750466418E1
2.206334125E1,-6.068846176E0,1.249459470E1,-1.936000970E0,1.402475990E1
2.207338325E1,-5.464090880E0,1.101246002E1,-1.230293496E0,1.235492561E1
2.208342625E1,-5.391640370E0,9.998799577E0,-7.678605256E-1,1.138575376E1
2.209346825E1,-5.280645014E0,9.473648860E0,-5.810560919E-1,1.086153123E1
2.210351125E1,-5.001886609E0,9.281977715E0,-7.744107959E-1,1.057230779E1
2.211355325E1,-4.792764157E0,9.071771482E0,-9.238524717E-1,1.030151103E1
2.212359625E1,-4.691757892E0,8.820358166E0,-1.060313036E0,1.004666980E1
2.213363825E1,-4.632609798E0,8.533759815E0,-1.202013730E0,9.784220312E0
2.214368125E1,-4.411887932E0,8.294504614E0,-1.220414479E0,9.473804590E0
2.215372325E1,-3.994870359E0,8.182648548E0,-9.634487928E-1,9.156580149E0
2.216376625E1,-3.551894949E0,8.161024375E0,-5.105836216E-1,8.915097992E0
2.217380825E1,-3.194678897E0,8.114853591E0,-9.007518768E-2,8.721521403E0
2.218385025E1,-2.766210136E0,8.140093097E0,2.026060224E-1,8.599656002E0
2.219389325E1,-2.102177523E0,8.172652148E0,1.185920584E-1,8.439517613E0
2.220393525E1,-1.534628645E0,8.246665034E0,9.170243125E-2,8.388741181E0
2.221397825E1,-1.194608085E0,8.412861614E0,1.844264076E-1,8.499255386E0
2.222402025E1,-1.027191337E0,8.549069579E0,3.834130400E-1,8.619090339E0
2.223406325E1,-1.011278432E0,8.690234229E0,5.438553751E-1,8.765764866E0
2.224410525E1,-1.129207855E0,8.812904720E0,7.598866045E-1,8.917389060E0
2.225414825E1,-1.206164960E0,8.900024140E0,1.023104864E0,9.039469408E0
2.226419025E1,-1.153202928E0,8.922796707E0,1.329615909E0,9.094726853E0
2.227423325E1,-9.294155127E-1,8.826840389E0,1.629691508E0,9.024013457E0
2.228427525E1,-6.991219009E-1,8.707758334E0,1.928956683E0,8.946211518E0
2.229431825E1,-5.306415448E-1,8.644165771E0,1.948434927E0,8.876912808E0
2.230436025E1,-3.993877794E-1,8.616632402E0,1.769768575E0,8.805563319E0
2.231440325E1,-4.861420409E-1,8.522469426E0,1.676026014E0,8.699303558E0
2.232444525E1,-6.266249053E-1,8.548754999E0,1.686044633E0,8.735938262E0
2.233448825E1,-6.626788370E-1,8.790383584E0,1.630375632E0,8.964826351E0
2.234453025E1,-7.279611725E-1,9.125485175E0,1.519340515E0,9.279698419E0
2.235457325E1,-9.245943372E-1,9.438063875E0,1.473815264E0,9.597085799E0
2.236461525E1,-1.123467205E0,9.732638413E0,1.412905988E0,9.898622751E0
2.237465825E1,-1.241769534E0,9.986664265E0,1.243560097E0,1.014011324E1
2.238470025E1,-1.301172567E0,1.012472054E1,1.018705419E0,1.025869274E1
2.239474225E1,-1.332751040E0,1.022837764E1,7.811926159E-1,1.034437994E1
2.240478525E1,-1.404588908E0,1.031951936E1,5.879574144E-1,1.043125322E1
2.241482725E1,-1.488858103E0,1.035379339E1,4.594800532E-1,1.047038003E1
2.242487025E1,-1.536954083E0,1.038538707E1,3.494951328E-1,1.050431527E1
2.243491225E1,-1.633599494E0,1.043740156E1,2.671604891E-1,1.056784620E1
2.244495525E1,-1.746324310E0,1.049354653E1,2.251341931E-1,1.064024683E1
2.245499725E1,-1.869118617E0,1.055310860E1,1.945929980E-1,1.071912179E1
2.246504025E1,-2.010192050E0,1.060939858E1,2.019534731E-1,1.080004609E1
2.247508225E1,-2.123237878E0,1.060727721E1,6.649336696E-2,1.081789676E1
2.248512525E1,-4.633852331E0,9.882524185E0,-7.081448271E0,1.301091009E1
2.249516725E1,-1.254120987E1,6.855548696E0,-2.503558355E1,2.882812753E1
2.250521025E1,-8.840710570E0,-8.885808975E-1,-6.062051711E0,1.075621729E1
2.251525225E1,-4.508022004E0,-4.450381322E0,-4.875050561E0,7.993389411E0
2.252529525E1,-8.294121621E0,-7.349829623E0,-4.764537016E0,1.206288779E1
2.253533725E1,-1.424609190E1,-2.529765575E1,1.012603850E0,2.905078119E1
