"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.989648887E1,-4.271018566E0,1.301724105E0,-3.613620788E0,5.744070024E0
2.990653087E1,-3.953251632E0,1.479105240E0,-1.633427879E0,4.525929452E0
2.991657388E1,-3.657854975E0,1.259789044E0,-3.425392485E0,5.167231863E0
2.992661587E1,-3.107970536E0,1.062651338E0,-6.811456597E0,7.562053272E0
2.993665887E1,-2.228024806E0,1.087758113E0,-6.041561898E0,6.530526963E0
2.994670087E1,-1.997998851E0,1.016587558E0,-1.857154190E0,2.911094529E0
2.995674387E1,-2.547873935E0,4.360642934E-1,6.011579423E-1,2.653903639E0
2.996678587E1,-3.285483817E0,-5.135130036E-1,1.023308932E0,3.479261515E0
2.997682887E1,-3.884603566E0,-1.190748045E0,3.813146205E-1,4.080861014E0
2.998687088E1,-3.178709274E0,-1.543433967E0,-2.270538011E0,4.200205223E0
2.999691387E1,-1.103184237E0,-1.368584678E0,-6.615779525E0,6.845332585E0
3.000695587E1,1.249109982E0,-1.668467903E-1,-6.717796481E0,6.834976457E0
3.001699887E1,2.633209077E0,1.839989542E0,-2.671347833E0,4.177972092E0
3.002704087E1,2.058719847E0,3.893488410E0,-3.966657543E-1,4.422094880E0
3.003708387E1,8.280592918E-2,5.333879820E0,-8.653202350E-1,5.404249241E0
3.004712687E1,-1.218208032E0,6.174079100E0,1.566878378E-2,6.293133485E0
3.005716888E1,-1.620378355E0,6.169968508E0,9.009658849E-1,6.442505485E0
3.006721187E1,-1.067635797E0,5.578389913E0,-3.562481917E-2,5.679749056E0
3.007725387E1,-3.503426501E-1,4.905107589E0,-3.404881183E-1,4.929376491E0
3.008729687E1,1.463628244E-1,3.708619332E0,9.154300692E-1,3.822733529E0
3.009733887E1,-2.413979128E-1,2.123849058E0,1.709040563E0,2.736754907E0
3.010738187E1,-2.336609940E0,2.691052365E-1,1.558420966E0,2.821495977E0
3.011742387E1,-2.488089663E0,-6.478615540E-1,3.679192050E0,4.488515222E0
3.012746687E1,-2.033349363E0,-3.378573829E-1,3.123796610E0,3.742560955E0
3.013750887E1,-2.216818618E0,-3.347267836E-1,4.641832611E0,5.154894450E0
3.014755187E1,-1.364661781E0,5.230667692E-1,5.578596904E0,5.766857380E0
3.015759387E1,-4.324320030E-1,1.885853348E0,3.232226792E0,3.767058577E0
3.016763687E1,4.650863636E-1,1.603772555E0,2.960455810E0,3.398924879E0
3.017767887E1,1.124684449E0,3.754310060E-1,1.658972025E0,2.039130140E0
3.018772187E1,2.087222099E-1,-1.036036566E0,9.753740430E-3,1.056897281E0
3.019776387E1,-6.526966166E-1,-2.637769613E0,-4.018709457E-1,2.746878530E0
3.020780687E1,-1.262688679E0,-4.025752428E0,-7.793994210E-1,4.290516143E0
3.021784887E1,-1.561556243E0,-5.140903577E0,-1.113661863E0,5.487038384E0
3.022789187E1,-1.524677269E0,-6.118118908E0,-1.343176918E0,6.446715751E0
3.023793387E1,-1.712123215E0,-7.015769421E0,-8.507092126E-1,7.271594917E0
3.024797687E1,-2.105309876E0,-7.709846199E0,-7.643977314E-1,8.028596513E0
3.025801887E1,-2.279551640E0,-8.262749555E0,-1.385307861E0,8.682653037E0
3.026806187E1,-2.026888189E0,-8.615737193E0,-1.790142614E0,9.030161333E0
3.027810387E1,-1.429648905E0,-8.643789795E0,-1.697244536E0,8.924104270E0
3.028814687E1,-7.651333112E-1,-8.356751733E0,-8.132437630E-1,8.431019744E0
3.029818887E1,-2.528166479E-1,-8.018383303E0,2.405895352E-1,8.025974731E0
3.030823187E1,-4.059745216E-1,-7.931819953E0,6.852053815E-1,7.971705558E0
3.031827387E1,-1.604623325E0,-8.381525216E0,5.713279331E-1,8.552847279E0
3.032831687E1,-3.092219891E0,-9.489604742E0,8.538981378E-2,9.981067750E0
3.033835887E1,-4.412023003E0,-1.098262402E1,-5.007017541E-1,1.184629391E1
3.034840188E1,-5.098150490E0,-1.242632963E1,-7.807892311E-1,1.345416063E1
3.035844387E1,-5.304362490E0,-1.367773552E1,-1.201432078E0,1.471938006E1
3.036848687E1,-5.288152254E0,-1.469394885E1,-1.310073345E0,1.567140643E1
3.037852987E1,-4.893762821E0,-1.537646510E1,-1.032652856E0,1.616944543E1
3.038857187E1,-3.857795544E0,-1.573561512E1,-5.887824931E-1,1.621230503E1
3.039861487E1,-2.456205381E0,-1.618679096E1,7.491025847E-1,1.638921295E1
3.040865687E1,-8.711234504E-1,-1.665635395E1,2.254625545E0,1.683081458E1
3.041869987E1,2.315906703E-1,-1.680693729E1,3.412799336E0,1.715150066E1
3.042874187E1,7.420394406E-1,-1.662329730E1,3.795957438E0,1.706733513E1
3.043878487E1,9.626461163E-1,-1.638821701E1,3.153505143E0,1.671660668E1
3.044882687E1,8.916240808E-1,-1.601127275E1,3.298304422E0,1.637176412E1
3.045886987E1,6.142982438E-2,-1.457467033E1,3.939824671E0,1.509791401E1
3.046891187E1,-1.078251490E0,-1.244430163E1,4.801182686E0,1.338187672E1
3.047895487E1,-2.603539428E0,-1.000786978E1,5.761666210E0,1.183776468E1
3.048899688E1,-2.922196016E0,-5.796744241E0,7.162569033E0,9.666636877E0
3.049903987E1,-1.544433841E0,-7.525062490E-1,6.392929273E0,6.619749710E0
3.050908187E1,-1.736251751E-1,2.304559597E0,3.914742454E0,4.546025640E0
3.051912487E1,-9.830217625E-1,4.573299150E0,2.353316604E0,5.236362855E0
3.052916687E1,-2.533714025E0,5.755948218E0,1.047004847E0,6.375489455E0
3.053920987E1,-3.710307131E0,6.338971167E0,-3.545108378E-2,7.345079389E0
3.054925187E1,-5.919762057E0,6.080513125E0,-1.778694935E0,8.670638866E0
3.055929487E1,-1.372834317E1,3.731052759E0,-1.220353317E1,1.874338237E1
3.056933687E1,-1.722170369E1,4.634092067E0,-1.510289493E1,2.337005183E1
3.057937987E1,-1.468609838E1,6.447999519E0,-6.154587407E0,1.717955557E1
3.058942187E1,-1.135196222E1,8.698620890E0,-2.077240902E0,1.445157367E1
3.059946487E1,-9.092724980E0,1.066345726E1,-4.304878038E-1,1.402042396E1
3.060950675E1,-8.508531418E0,1.176804541E1,-7.071841881E-2,1.452194893E1
3.061954975E1,-7.708930525E0,1.269887770E1,-1.069629844E0,1.489406636E1
3.062959175E1,-6.486090621E0,1.437643569E1,-3.211366850E0,1.609546991E1
3.063963475E1,-5.141592379E0,1.472396027E1,-5.557453957E0,1.655645713E1
3.064967675E1,-3.725222501E0,1.354410910E1,-6.166610452E0,1.534103186E1
3.065971975E1,-2.661617482E0,1.186072144E1,-4.674802136E0,1.302362068E1
3.066976175E1,-2.272279750E0,1.043604735E1,-3.697598500E0,1.130250300E1
3.067980475E1,-1.918730780E0,9.635190471E0,-3.863377588E0,1.055670922E1
3.068984675E1,-1.488999313E0,9.086008868E0,-4.088971354E0,1.007434181E1
3.069988975E1,-1.226583291E0,8.660499968E0,-3.631079405E0,9.470665442E0
3.070993275E1,-1.297319544E0,8.296855195E0,-2.738420075E0,8.832881106E0
3.071997475E1,-1.273083128E0,8.180640029E0,-2.027075446E0,8.523652199E0
3.073001775E1,-1.099263240E0,8.256992387E0,-1.596878103E0,8.481528319E0
3.074005975E1,-8.470579188E-1,8.353605346E0,-1.380451017E0,8.509164143E0
3.075010275E1,-6.085358128E-1,8.409032857E0,-1.256921570E0,8.524200917E0
3.076014475E1,-2.857819341E-1,8.466066014E0,-1.244069974E0,8.561755379E0
3.077018775E1,-1.362857330E-1,8.484589409E0,-1.273402093E0,8.580698347E0
3.078022975E1,-1.018568887E-1,8.485650678E0,-1.329543257E0,8.589780412E0
3.079027275E1,-3.066706735E-1,8.522938957E0,-1.300887369E0,8.627099357E0
3.080031475E1,-7.805454753E-1,8.538698958E0,-1.117681312E0,8.646840038E0
3.081035775E1,-1.404225796E0,8.467125530E0,-8.653504944E-1,8.626290993E0
3.082039975E1,-1.952182993E0,8.394427097E0,-5.589230651E-1,8.636539800E0
3.083044275E1,-2.416500594E0,8.496072755E0,-3.373166616E-1,8.839485840E0
3.084048475E1,-2.945896828E0,8.750969843E0,-1.205842779E-1,9.234301374E0
3.085052775E1,-3.488942948E0,9.097264758E0,1.636775263E-1,9.744728796E0
3.086056975E1,-3.887552609E0,9.454859417E0,3.978112239E-1,1.023062489E1
3.087061275E1,-4.173328842E0,9.688469716E0,3.670788431E-1,1.055546616E1
3.088065475E1,-4.291959492E0,9.769852433E0,1.364032620E-1,1.067190417E1
3.089069775E1,-4.203555146E0,9.851303562E0,-2.524045654E-1,1.071362524E1
3.090073975E1,-4.027489636E0,9.910671512E0,-7.286548716E-1,1.072254730E1
3.091078275E1,-3.720410827E0,1.001132665E1,-1.208243646E0,1.074839387E1
3.092082475E1,-3.222399377E0,1.005710567E1,-1.647069579E0,1.068840823E1
3.093086775E1,-2.818219950E0,9.971322341E0,-1.920236145E0,1.053835565E1
3.094090975E1,-2.529188572E0,9.855743937E0,-1.996909953E0,1.036919152E1
3.095095275E1,-2.319470289E0,9.760952970E0,-1.877812257E0,1.020697429E1
3.096099475E1,-2.219497373E0,9.683227102E0,-1.526483474E0,1.005093068E1
3.097103775E1,-2.205578807E0,9.602681707E0,-1.169087035E0,9.921836439E0
3.098107975E1,-2.152179403E0,9.645547644E0,-9.580450885E-1,9.929064202E0
3.099112275E1,-2.150796682E0,9.747898477E0,-7.904919545E-1,1.001360717E1
3.100116475E1,-2.177671947E0,9.863869228E0,-5.837567747E-1,1.011824803E1
3.101120775E1,-2.244938901E0,9.925606470E0,-3.262348723E-1,1.018154427E1
3.102124975E1,-2.423889866E0,9.883885417E0,-5.945324622E-2,1.017693312E1
3.103129275E1,-2.834780434E0,9.726750852E0,2.318303331E-1,1.013407162E1
3.104133475E1,-3.895287598E0,9.409493210E0,6.469212487E-1,1.020442723E1
3.105137775E1,-5.046952854E0,8.182041607E0,1.752702892E-1,9.615001698E0
3.106141975E1,-4.002950626E0,5.722743634E0,-1.182271337E0,7.083161295E0
3.107146275E1,-3.995481393E0,1.595371860E0,-1.008241900E0,4.418782034E0
3.108150575E1,-5.933128792E0,-7.613273585E0,1.470071876E-1,9.653266963E0
3.109154775E1,-4.960773082E0,-2.787761804E1,7.029142588E-1,2.832428191E1
3.110159075E1,-9.484344587E-1,-6.071857726E1,9.294253360E0,6.143312053E1
3.111163275E1,-8.288201900E0,-9.252661180E1,1.737401313E1,9.450780134E1
3.112167575E1,-6.831585052E0,-9.297413429E1,1.646355137E1,9.466735829E1
3.113171775E1,3.260247819E0,-4.893311650E1,8.456800516E0,4.976541551E1
3.114176075E1,3.220709239E0,-2.319542502E1,2.244025127E0,2.352522813E1
3.115180275E1,3.922242970E0,-1.369959124E1,-2.147964291E0,1.441098680E1
3.116184575E1,1.191013509E1,-4.368483465E0,-3.000199335E1,3.257383260E1
3.117188775E1,1.192011746E1,-3.147688333E0,-2.613311528E1,2.889527395E1
3.118193075E1,8.530472510E0,-6.423574530E0,-6.545639250E0,1.252504148E1
3.119197275E1,1.136229776E1,-7.556348602E0,-6.317475632E0,1.503697819E1
3.120201575E1,1.102109402E1,-9.030584280E0,-7.471537077E-1,1.426794324E1
3.121205775E1,9.329996220E0,-9.153467025E0,1.928184119E0,1.321183871E1
3.122210075E1,5.646161481E0,-7.855732475E0,2.415377782E0,9.971244758E0
3.123214275E1,1.915885817E0,-5.841761370E0,2.922795648E0,6.807314358E0
3.124218575E1,-1.647917864E-1,-3.584925578E0,3.162166039E0,4.783110054E0
3.125222775E1,-1.571730544E0,-1.162604227E0,2.370966425E0,3.073022499E0
3.126227075E1,-3.044375049E0,1.175448806E0,7.973736888E-1,3.359420208E0
3.127231275E1,-3.977074943E0,3.041036873E0,-3.140564378E-1,5.016339483E0
3.128235575E1,-4.922751562E0,4.520793493E0,-7.602118559E-1,6.726736119E0
3.129239775E1,-5.932729427E0,5.695217866E0,-8.423645049E-1,8.266943992E0
3.130244075E1,-6.691938924E0,6.555871292E0,-8.113590592E-1,9.403180233E0
3.131248275E1,-7.537914085E0,7.360123646E0,-1.185485113E0,1.060174249E1
3.132252575E1,-8.293119993E0,8.121235242E0,-1.796681555E0,1.174556792E1
3.133256875E1,-8.518635406E0,8.910043929E0,-2.624043274E0,1.260323907E1
3.134261075E1,-8.823122145E0,9.798737093E0,-2.949042630E0,1.351146126E1
3.135265375E1,-9.209262911E0,1.054333791E1,-2.682700202E0,1.425374961E1
3.136269575E1,-9.935173684E0,1.098663754E1,-2.448795204E0,1.501367639E1
3.137273875E1,-1.093798871E1,1.076749910E1,-2.520224206E0,1.555410441E1
3.138278075E1,-1.230171377E1,9.129113372E0,-2.877014873E0,1.558685623E1
3.139282375E1,-1.265645732E1,5.960642281E0,-2.958073654E0,1.429913872E1
3.140286575E1,-1.117031496E1,3.309399514E0,-2.677137746E0,1.195387502E1
3.141290875E1,-9.365846084E0,1.566810551E0,-2.254651857E0,9.759990941E0
3.142295075E1,-7.311760156E0,6.326687336E-4,-1.542582028E0,7.472710103E0
3.143299375E1,-5.026133258E0,-1.596107440E0,-5.586002988E-1,5.302981122E0
3.144303575E1,-2.808040532E0,-3.480637563E0,-7.600210905E-2,4.472773837E0
3.145307875E1,-8.373090754E-1,-5.314031446E0,-1.788837223E-1,5.382565939E0
3.146312075E1,1.028633261E0,-6.389685237E0,-2.258469504E-1,6.475891496E0
3.147316375E1,2.653573467E0,-6.977526292E0,1.160262271E-1,7.465975314E0
3.148320575E1,4.058431347E0,-7.599678224E0,8.337661743E-1,8.655699864E0
3.149324875E1,4.747070214E0,-7.775218654E0,1.819020258E0,9.289646680E0
3.150329075E1,4.119757529E0,-6.608409110E0,2.932536525E0,8.321252522E0
3.151333375E1,3.200800931E0,-4.791740602E0,3.463439147E0,6.723192347E0
3.152337575E1,2.870042068E0,-2.967532695E0,3.294564543E0,5.281812880E0
3.153341875E1,2.642808743E0,-1.073244739E0,2.783009772E0,3.985151906E0
3.154346075E1,2.532599545E0,5.146573037E-1,2.395204303E0,3.523625442E0
3.155350375E1,2.400579210E0,1.679900379E0,2.136407123E0,3.626166188E0
3.156354575E1,2.312448660E0,2.542998526E0,1.958971610E0,3.956239386E0
3.157358875E1,2.314867946E0,3.101968954E0,1.778786151E0,4.259683693E0
3.158363075E1,2.296102038E0,3.258183752E0,1.495940543E0,4.257426927E0
3.159367375E1,2.310897832E0,2.839634793E0,1.098051551E0,3.822236486E0
3.160371675E1,2.339438531E0,1.835750896E0,6.912438011E-1,3.052993937E0
3.161375829E1,2.224454935E0,8.308682942E-1,3.847432816E-1,2.405528897E0
3.162380129E1,1.727160500E0,2.066622359E-1,1.519924506E-1,1.746108352E0
3.163384329E1,1.026711281E0,-1.048949558E-1,1.577075922E-1,1.044035771E0
3.164388629E1,4.186102085E-1,-1.139657414E-1,4.735145402E-1,6.422139181E-1
3.165392829E1,3.597894117E-2,6.858842432E-2,8.038500649E-1,8.075727725E-1
3.166397129E1,-8.921228483E-2,3.579291201E-1,7.058554083E-1,7.964320085E-1
3.167401329E1,-2.137934270E-1,5.880147171E-1,3.050387887E-1,6.960729844E-1
3.168405629E1,-4.841186851E-1,7.573676240E-1,3.809972629E-3,8.988832711E-1
3.169409829E1,-8.108749098E-1,8.775758529E-1,4.298288226E-3,1.194853954E0
3.170414129E1,-1.236520196E0,8.699434823E-1,1.195907629E-1,1.516603378E0
3.171418329E1,-1.669103349E0,8.146650749E-1,2.131269175E-1,1.869494118E0
3.172422629E1,-1.981338379E0,9.610355008E-1,5.641259176E-1,2.273219976E0
3.173426829E1,-3.063915567E0,8.376808852E-1,-6.012180224E-3,3.176369627E0
3.174431129E1,-4.820965863E0,5.017823195E-1,-2.518726149E0,5.462369336E0
3.175435329E1,-5.082243140E0,9.451386756E-1,-2.812066340E0,5.884742947E0
3.176439629E1,-3.948052288E0,1.374972761E0,-1.056308278E0,4.312012771E0
3.177443829E1,-2.779270185E0,1.323552931E0,1.118741193E-1,3.080365391E0
3.178448129E1,-1.512884897E0,1.118716196E0,2.151730044E-1,1.893844254E0
3.179452329E1,-5.653076398E-1,9.786946768E-1,-7.560278808E-1,1.359777244E0
3.180456629E1,-6.143564236E-1,1.220397522E0,-2.188641470E0,2.580107636E0
3.181460829E1,-6.460382460E-1,1.658672063E0,-3.584334424E0,4.002000961E0
3.182465129E1,3.294832930E-2,1.917514266E0,-2.463055978E0,3.121632795E0
3.183469329E1,9.028304889E-1,1.999909136E0,-5.171687559E-1,2.254374185E0
3.184473629E1,1.671285238E0,1.874351290E0,-1.358138627E-1,2.514921969E0
3.185477929E1,1.589146768E0,1.424957684E0,-6.224027771E-1,2.223348166E0
3.186482129E1,4.837908755E-1,5.491915441E-1,-8.100101066E-1,1.091687380E0
3.187486429E1,-1.138907070E0,-5.177697766E-1,-1.706484599E0,2.115959485E0
3.188490629E1,-2.247325442E0,-1.062119826E0,-2.145954018E0,3.283852740E0
3.189494929E1,-2.031774707E0,-9.788554752E-1,-2.415951248E0,3.305009370E0
3.190499129E1,-1.364356994E0,-7.732550937E-1,-4.334827477E0,4.609785537E0
3.191503429E1,-1.446041574E0,-5.378052610E-1,-4.290689185E0,4.559636434E0
3.192507629E1,-1.461437877E0,3.071425438E-2,-2.646840106E-1,1.485530767E0
3.193511929E1,-1.152578883E0,7.716488636E-1,2.842346147E0,3.162722193E0
3.194516129E1,-3.180511093E-1,2.045321537E0,2.157039024E0,2.989534085E0
3.195520429E1,2.656948480E-1,3.409614358E0,5.881357545E-1,3.470153813E0
3.196524629E1,7.756273091E-2,4.208398980E0,9.980466217E-1,4.325821888E0
3.197528929E1,-2.131807119E-1,4.342053466E0,6.138120478E-1,4.390403119E0
3.198533129E1,-1.971043772E-1,3.966616613E0,-3.574888247E-1,3.987567648E0
3.199537429E1,6.841560987E-1,2.880763523E0,-2.590136440E0,3.933913423E0
3.200541629E1,1.815341774E0,1.134486136E0,-3.646968336E-1,2.171526728E0
3.201545929E1,2.129593655E0,-1.410430276E-1,4.095189868E0,4.617969503E0
3.202550129E1,9.381746417E-1,-2.010547560E-1,2.458340784E0,2.638945638E0
3.203554429E1,-2.028961612E0,1.920488745E-1,-6.499162656E-1,2.139149164E0
3.204558629E1,-4.459580746E0,-2.909375703E-1,-6.552470990E-1,4.516841138E0
3.205562929E1,-3.843435659E0,-1.688120395E-1,-1.601867532E0,4.167310255E0
3.206567129E1,-1.330297694E0,4.551572067E-1,-1.560413112E0,2.100416415E0
3.207571429E1,1.065452739E0,2.778854156E-1,1.654902363E0,1.987740344E0
3.208575729E1,2.230030986E0,5.153414279E-1,3.069489425E0,3.828887608E0
3.209579929E1,1.963334218E0,7.816663134E-1,2.880904441E0,3.572855143E0
3.210584229E1,7.162809938E-1,8.262922633E-1,2.183414644E0,2.441949400E0
3.211588429E1,-4.427768970E-1,2.735187149E-1,2.431653507E0,2.486725285E0
3.212592729E1,-2.213483950E0,-7.755846244E-1,3.345644649E0,4.085875772E0
3.213596929E1,-3.172456554E0,-9.917854232E-1,2.556477528E0,4.193291817E0
3.214601229E1,-2.944330359E0,-4.059417772E-1,2.794129422E0,4.079341762E0
3.215605429E1,-2.511517702E0,-7.116646171E-2,3.235543333E0,4.096526149E0
3.216609729E1,-2.081074921E0,-7.885397154E-1,2.273725474E0,3.181586907E0
3.217613929E1,-1.661122046E0,-2.488449851E0,9.607560039E-1,3.142413279E0
3.218618229E1,-1.812798235E0,-4.130234571E0,3.876306367E-1,4.527177107E0
3.219622429E1,-2.309167787E0,-5.109555484E0,-3.837995410E-1,5.620241561E0
3.220626729E1,-2.865560178E0,-5.328556514E0,-1.613324420E0,6.261610443E0
3.221630929E1,-3.258444538E0,-5.342726072E0,-2.785929286E0,6.850079173E0
3.222635229E1,-2.588848298E0,-5.334506641E0,-3.281201901E0,6.776826878E0
3.223639429E1,-1.608531604E0,-5.253509840E0,-3.485619975E0,6.506634013E0
3.224643729E1,-1.092362210E0,-5.326077880E0,-3.112202750E0,6.264676108E0
3.225647929E1,-1.106232975E0,-5.601528515E0,-2.115429068E0,6.088999362E0
3.226652229E1,-1.915421548E0,-6.237693298E0,-1.752414039E0,6.756375682E0
3.227656429E1,-2.658817835E0,-7.200624467E0,-1.108702400E0,7.755483608E0
3.228660729E1,-3.073201237E0,-8.220496990E0,-5.140449540E-1,8.791210316E0
3.229664929E1,-3.390004551E0,-9.231867077E0,-4.458792834E-1,9.844709692E0
3.230669229E1,-3.601344559E0,-1.022314789E1,-5.683212948E-1,1.085382073E1
3.231673529E1,-3.982881812E0,-1.126354764E1,-6.767788129E-1,1.196615572E1
3.232677729E1,-4.192831353E0,-1.228874698E1,-7.122703886E-1,1.300386351E1
3.233682029E1,-3.869635571E0,-1.327110962E1,-4.513559318E-1,1.383112982E1
3.234686229E1,-3.079028865E0,-1.415257621E1,-3.175740496E-1,1.448712136E1
3.235690529E1,-1.865203321E0,-1.517039753E1,-6.492923677E-2,1.528476890E1
3.236694729E1,6.291633278E-2,-1.614797129E1,1.217814807E0,1.619394974E1
3.237699029E1,1.807462066E0,-1.710839167E1,2.760979217E0,1.742374790E1
3.238703229E1,2.499502551E0,-1.798193528E1,4.004517095E0,1.859122553E1
3.239707529E1,2.626806083E0,-1.861488234E1,4.563854728E0,1.934535409E1
3.240711729E1,2.102586828E0,-1.815313123E1,4.168739655E0,1.874394396E1
3.241716029E1,1.341385331E0,-1.672201233E1,3.453694178E0,1.712755133E1
3.242720229E1,-2.255543704E-1,-1.388791018E1,4.226475062E0,1.451854040E1
3.243724529E1,-2.313138339E0,-1.007286743E1,5.343099124E0,1.163451655E1
3.244728729E1,-3.497754994E0,-6.447896023E0,5.677674465E0,9.276078938E0
3.245733029E1,-4.282444318E0,-2.231877537E0,6.581034200E0,8.162757979E0
3.246737229E1,-3.672128613E0,1.704075692E0,6.308318893E0,7.495551332E0
3.247741529E1,-3.153593436E0,4.060203053E0,4.307527996E0,6.707100553E0
3.248745729E1,-2.879740845E0,5.751145315E0,3.544656388E0,7.343920525E0
3.249750029E1,-3.002631776E0,6.517763819E0,1.640058621E0,7.361170767E0
3.250754329E1,-3.711870384E0,6.362745945E0,-3.729010619E-1,7.375742194E0
3.251758529E1,-6.674719459E0,6.158503287E0,-1.034974478E1,1.376939576E1
3.252762829E1,-1.123742112E1,6.042018566E0,-2.212398356E1,2.553930834E1
3.253767029E1,-8.675522634E0,8.038558536E0,-7.911151800E0,1.422917563E1
3.254771329E1,-8.681259338E0,9.255813180E0,-2.331424775E0,1.290232083E1
3.255775529E1,-8.648397986E0,1.033048756E1,6.684430222E-1,1.348927637E1
3.256779829E1,-7.518430578E0,1.154575766E1,6.937175388E-1,1.379538192E1
3.257784029E1,-6.676244413E0,1.195902717E1,4.762042594E-1,1.370464669E1
3.258788329E1,-6.613258790E0,1.173184413E1,-6.377376848E-1,1.348250970E1
3.259792529E1,-8.171715424E0,1.108619224E1,-4.002010394E0,1.434212950E1
3.260796867E1,-9.565454239E0,9.577394838E0,-8.042778472E0,1.574517997E1
3.261801067E1,-7.804214412E0,8.198174660E0,-7.986445227E0,1.385276643E1
3.262805367E1,-4.507726428E0,7.710233869E0,-6.287088822E0,1.092221542E1
3.263809567E1,-2.178852208E0,7.862859646E0,-5.224900584E0,9.688732882E0
3.264813867E1,-1.074960896E0,7.857806482E0,-4.407046437E0,9.073186978E0
3.265818067E1,-5.023290342E-1,8.211462457E0,-3.292049655E0,8.861040632E0
3.266822367E1,-3.304149006E-1,8.783188001E0,-1.948479805E0,9.002785070E0
3.267826567E1,-2.827086376E-1,9.234975457E0,-8.781950730E-1,9.280944050E0
3.268830867E1,-3.961047140E-1,9.424521139E0,-2.822509468E-1,9.437063274E0
3.269835067E1,-6.257972319E-1,9.383538004E0,-9.003886186E-2,9.404813377E0
3.270839367E1,-8.288723472E-1,9.121132507E0,9.336537939E-2,9.159192359E0
3.271843567E1,-8.497284883E-1,8.876175102E0,3.757526028E-1,8.924668787E0
3.272847867E1,-8.353539857E-1,8.725913354E0,7.153834462E-1,8.794950462E0
3.273852067E1,-8.037291006E-1,8.694645953E0,1.050766287E0,8.794711963E0
3.274856367E1,-8.580603321E-1,8.690068168E0,1.439438313E0,8.850171465E0
3.275860667E1,-9.218716543E-1,8.688553739E0,1.972738295E0,8.957260173E0
3.276864867E1,-9.489886285E-1,8.764200338E0,2.568817492E0,9.182080934E0
3.277869167E1,-1.037698491E0,9.054814557E0,2.932045358E0,9.574099164E0
3.278873367E1,-1.226622760E0,9.445438968E0,2.722551316E0,9.906220589E0
3.279877667E1,-1.478817995E0,9.775112588E0,2.124650127E0,1.011206541E1
3.280881867E1,-1.699494691E0,1.005573041E1,1.567390594E0,1.031807683E1
3.281886167E1,-1.851016806E0,1.026446665E1,1.166614248E0,1.049507159E1
3.282890367E1,-1.933164631E0,1.044209103E1,8.951736331E-1,1.065719130E1
3.283894667E1,-1.991638688E0,1.059229430E1,7.012589121E-1,1.080069847E1
3.284898867E1,-2.016833463E0,1.073856357E1,5.824253637E-1,1.094182728E1
3.285903167E1,-2.037733313E0,1.087875642E1,4.570242226E-1,1.107739001E1
3.286907367E1,-1.999110114E0,1.088823943E1,3.191287512E-1,1.107483825E1
3.287911667E1,-1.864802202E0,1.081675956E1,1.322762607E-1,1.097712492E1
3.288915867E1,-1.769024517E0,1.064443042E1,-8.226509828E-2,1.079074206E1
3.289920167E1,-1.637386736E0,1.033507529E1,-7.552485931E-1,1.049119712E1
3.290924367E1,-1.397331052E0,1.003202463E1,-2.238397767E0,1.037325777E1
3.291928667E1,-1.263298543E0,9.748267436E0,-3.072872624E0,1.029889253E1
3.292932867E1,-1.552759691E0,9.465596074E0,-2.538660477E0,9.922367093E0
3.293937167E1,-2.104064712E0,9.129256629E0,-1.826529252E0,9.544978995E0
3.294941367E1,-2.641538728E0,8.730231523E0,-1.572622098E0,9.255690658E0
3.295945667E1,-3.019478774E0,8.453718449E0,-1.782030771E0,9.151952871E0
3.296949867E1,-3.219220830E0,8.305645899E0,-2.444335533E0,9.236986129E0
3.297954167E1,-4.212966532E0,8.202126793E0,-3.596950961E0,9.897576832E0
3.298958467E1,-8.608601251E0,7.420727112E0,-9.696608455E0,1.493986017E1
3.299962667E1,-1.051338262E1,3.600926483E0,-2.704945350E0,1.143742169E1
3.300966967E1,-5.786287665E0,-3.124896471E0,3.525061784E0,7.461378122E0
3.301971167E1,-5.978658721E0,-9.613356383E0,-3.429090264E0,1.182876330E1
3.302975467E1,-9.788248358E0,-2.229000005E1,-2.527354885E0,2.447532290E1
3.303979667E1,-1.149664456E1,-4.448140201E1,-4.477622330E-1,4.594527671E1
3.304983967E1,-1.613559391E1,-6.827029837E1,1.327964187E1,7.139705819E1
3.305988167E1,-1.965041722E1,-6.725631633E1,1.967403295E1,7.277787133E1
3.306992467E1,-3.097610439E0,-3.631075312E1,5.404856831E0,3.684126029E1
3.307996667E1,6.448073194E0,-1.519965582E1,-5.634926641E0,1.744590449E1
3.309000967E1,9.533474647E0,-6.640415014E0,-4.339663124E0,1.240221458E1
3.310005167E1,1.097595351E1,-1.659318180E0,-1.393382281E0,1.118777934E1
3.311009467E1,1.243357784E1,1.358873037E0,-4.434987942E0,1.327062590E1
3.312013667E1,1.058711250E1,1.883737240E0,-1.750708553E0,1.089497120E1
3.313017967E1,8.166856388E0,7.925362873E-1,4.836464201E0,9.524549490E0
3.314022167E1,6.988895034E0,-7.023985344E-1,7.074527507E0,9.969300725E0
3.315026467E1,4.861601381E0,-3.230793639E0,8.913206103E0,1.065450321E1
3.316030767E1,-5.338885036E-1,-5.918313117E0,8.872898907E0,1.067894199E1
3.317034967E1,-6.527488323E0,-8.322288244E0,3.720499120E0,1.121207827E1
